event_id,type,value,comment
0,sha256,824fc258693bdd485e611fb4ac804af96c2dab12a025ed0b7ed2daebe2e6e0f9,313499777
0,sha256,cfdfc714096282f64bbfb775fba88bb6bdfe6e03213f39cf5b579a17353c9214,CheatEngine76.exe
0,sha256,516f7494b51e76280f2c9c9e5751ea90598b00e78fb0e3d319fb4a0d954dbb32,/scratch/zoo/2025/04/07/f043978a4d7b62d404d0859d6e09c63e
0,sha256,0de2ee198915339f80c3ac9327dcc8e082375792d2a37d9064bf90de9f7ce1fd,C:\Users\user\Desktop\rifaien2-vNhmfCcICEMrjClv.exe
0,sha256,1aa9fedbdec137cfb9943b83371723ed5dd16f47c9bfab73961c625230789643,rifaien2-ia5OrvW5dILTyRGe.exe
0,sha256,673ec9b2b5ea48adb7a3fc3ddd1d70018a7711d921688b4af351a7daefdca3d9,rifaien2-3AdZqa4e2vtf5uEC.exe
0,sha256,719d29d340cb89f7dbef436a8e5deef718da7f50fdb06ff614a4abe7ae642779,C:\Users\user\Desktop\rifaien2-uQEbwPLViqyLEJI5.exe
0,sha256,7998b0aafe6806ac6612f132eaa72780edb7a5b917a2c5b9c937ed76ea6d6326,rifaien2-PkbmHKuqd542cjow.exe
0,sha256,b63d6e42299bcc9260b1daae11f29eb64c595e5f7e465e13e2233b5df7000744,C:\Users\user\Desktop\rifaien2-ts63GTt5Xpu817Cv.exe
0,sha256,dae3c8aae6395ed50abffb28cf8b9e2ce87f2fe0fbd0928267fad2772068634a,rifaien2-3lvoK0iHd4JmKAcN.exe
0,sha256,fd66bcc5277c7285e890ce5e2f15f575d263374a50315e3b18f9c7474327bd9a,rifaien2-cTIJAYnmHsgftkVH.exe
0,sha256,5682ed01f6671273e8c2c14b15adb3505bfe055f92101841482f4a2cc7951c61,/home/petik/ss/malware/2025-04-07_e0060e1f5fe8b5eedc167dcc86f77e60_amadey_rhadamanthys_smoke-loader
0,sha256,af1fd569b64374c0c0fa45a0ca7f625c0776fb60ba124fdca1350568db496868,HTTPDebuggerSvc.exe
0,sha256,85b60dd7e4d6af13664b9bddb6fc2dbf2afdec3ec61f42f4881748d4b2893dd4,/home/petik/ss/malware/2025-04-07_db7b5720122befe7b00f87e8912f0f9a_amadey_rhadamanthys_smoke-loader
0,sha256,2e8b4e8555261f02e067b5d0d7799ff6fd1cd36ca6b679519f8f198e324d4140,jucheck.exe
0,sha256,09aaffc2d7a3379fa4e7355b9c9050d53a929509e2c2965214822fc7d03c290f,/home/petik/ss/malware/2025-04-07_d1ead0ff8a3c831a82198b9dfc221d87_amadey_rhadamanthys_smoke-loader
0,sha256,53325fcec4338d0a7295dbc93efd4a5a9c97251082828320e00bf1b99a350bd5,WifiAutoInstall
0,sha256,1a40da93e6d3123558e20a9ce996619b4bcde9f29310a4f2c4d69c4f076c22d0,C:\Users\user\Desktop\rifaien2-HDHO65tVymDFo9Ol.exe
0,sha256,413f2c8fd8e50493c405ee5e5721dadf71816718ad8daf916166858d0ecec045,C:\Users\user\Desktop\rifaien2-NqdVmWx97nOWgBmI.exe
