type,value,comment
ip-dst,116.198.37.5,https://x.com/drb_ra/status/1902320333278831091
ip-dst,156.238.233.109,https://x.com/drb_ra/status/1902320852269494349
ip-dst,119.45.120.34,https://x.com/drb_ra/status/1902320870791512513
md5,6a4ef9758a724d0a2e36e49f33661ac3,https://x.com/suyog41/status/1902321493520064582
ip-dst,147.185.221.26,https://x.com/SarlackLab/status/1902329628640903626
sha256,c4324d053355d50991bdf8d6c3828c1ee9b98b0c90f3d168738a269a4af0405c,https://x.com/malwrhunterteam/status/1902329678439825521
sha256,72ecbebb658ea1fe80515d96cb5bd4a978a73b7c60552ab9c9b17aec20f4c28a,https://x.com/malwrhunterteam/status/1902336307528913245
md5,dd0398558badb943a14f2be977dc6b76,https://x.com/suyog41/status/1902339221890957399
sha256,06c3f78e9cd339ed205b630e4869ce4f71c98986eff0f13a46c1ea26c4c6c97a,https://x.com/skocherhan/status/1902351557162684551
md5,91373f3947fc59d1a228f2ce9e88f09a,https://x.com/suyog41/status/1902361562809299242
md5,088259625cb7a0061fd3ae052ef41ccf,https://x.com/cyberfeeddigest/status/1902370708195344637
sha256,062c56f740bb6c2f7297169b873899da35d02470a52d3e88f3181c594aec4d3d,https://x.com/KrakenLabs_Team/status/1902378055084941631
ip-dst,193.161.193.99,https://x.com/skocherhan/status/1902396483153891610
sha256,834975eeb9b6ec658248d8908c3ed57694de0f6c5cae1fd9b8a4d3b6b97ed551,https://x.com/skocherhan/status/1902396483153891610
sha256,ef59d7038cfd565fd65bae12588810d5361df938244ebad33b71882dcf683058,https://x.com/onuroktay/status/1902396516402167916
sha256,098796e1b82c199ad226bff056b6310262b132f6d06930d3c254c57bdf548187,https://x.com/onuroktay/status/1902396516402167916
sha256,563d0c7398f223a5807b9afeef8d7af4e17ff1880de56d910b73f76fb77a986e,https://x.com/malwrhunterteam/status/1902402748781326833
sha256,76bc5184c92f86739eafeb0e20d0c0106541bcd41b51587b26d11378fdc17429,https://x.com/malwrhunterteam/status/1902403058350342251
sha256,0df94244db3c1e3ebc7f6159ea20103a5b50b3c7c3c713bdad778dc787ff09c6,https://x.com/malwrhunterteam/status/1902407279007137823
ip-dst,51.89.44.68,https://x.com/skocherhan/status/1902412544955858954
sha256,00f0c2f3687ab8bf0990084d1e3af62246005c32084fa598aca1d65bdc0740c9,https://x.com/skocherhan/status/1902412544955858954
sha256,ec587d2defea6984ded7577049ff22f414d8ca84e6ecac5530356d6ef481c483,https://x.com/malwrhunterteam/status/1902417657023918435
sha256,c5c55ba641855fcaa343e97ba09b289aae2debb2bea61c016c0a8cf31f6472e3,https://x.com/malwrhunterteam/status/1902421107581288667
sha256,3170b588f24d7175df1bcb15b77f5a7b92a21c5dff459cdac68e29fe45ed6ddb,https://x.com/malwrhunterteam/status/1902423837414764642
ip-dst,196.251.90.185,https://x.com/malwrhunterteam/status/1902423841101770767
sha256,83e3a90e45cc0785a9489503ff27bbed1f6d4a510c02cd9f81f1c1ba3f5cb661,https://x.com/malwrhunterteam/status/1902423841101770767
sha256,414eeb3607eacbef7111b91a6695cb44b5256051ef4948a5d60df4cdc98946db,https://x.com/malwrhunterteam/status/1902430192284361040
ip-dst,143.198.186.79,https://x.com/drb_ra/status/1902431410570588416
ip-dst,172.86.116.76,https://x.com/drb_ra/status/1902431429218464235
ip-dst,176.126.103.64,https://x.com/drb_ra/status/1902431553755738246
ip-dst,212.86.115.210,https://x.com/drb_ra/status/1902431568758497424
ip-dst,43.207.79.213,https://x.com/drb_ra/status/1902431578136936753
ip-dst,188.127.183.164,https://x.com/drb_ra/status/1902431661737861133
ip-dst,161.35.89.118,https://x.com/drb_ra/status/1902431672697794943
ip-dst,46.197.220.52,https://x.com/drb_ra/status/1902431703299510761
ip-dst,54.203.9.92,https://x.com/drb_ra/status/1902431734420971894
ip-dst,47.97.178.157,https://x.com/drb_ra/status/1902431759574114792
ip-dst,172.94.9.177,https://x.com/drb_ra/status/1902431834937434523
ip-dst,206.123.152.36,https://x.com/drb_ra/status/1902431850393444366
ip-dst,185.208.156.45,https://x.com/drb_ra/status/1902431859897774448
ip-dst,43.226.229.198,https://x.com/drb_ra/status/1902431869062332700
ip-dst,162.33.179.114,https://x.com/drb_ra/status/1902431918186008938
ip-dst,168.100.10.165,https://x.com/drb_ra/status/1902431927551820179
ip-dst,62.171.130.29,https://x.com/drb_ra/status/1902432095257161795
ip-dst,65.20.103.166,https://x.com/drb_ra/status/1902432115121090672
ip-dst,52.53.228.88,https://x.com/drb_ra/status/1902432131340439858
ip-dst,84.201.174.9,https://x.com/drb_ra/status/1902442255543083458
ip-dst,111.229.78.104,https://x.com/drb_ra/status/1902442274732052729
ip-dst,154.91.180.173,https://x.com/drb_ra/status/1902442292981723577
ip-dst,47.117.147.55,https://x.com/drb_ra/status/1902442311381860709
ip-dst,20.74.209.192,https://x.com/drb_ra/status/1902442330608579048
ip-dst,213.219.148.38,https://x.com/skocherhan/status/1902454026077081766
sha256,07b1074e1e4ad086470da9e65670330ccd5f5ec6c7b32b9b6185234724c46e1e,https://x.com/skocherhan/status/1902454026077081766
sha256,b77473ca9f98f3e0f064debde3db3267359248366d9a4f11a948b6bf2b25badb,https://x.com/malwrhunterteam/status/1902458755687588171
sha256,72679e118a9e644211b44a57b8824ba44e23f977dfd5a00894cd300805b3e20b,https://x.com/malwrhunterteam/status/1902458759714369891
ip-dst,116.205.188.204,https://x.com/drb_ra/status/1902463071693771202
ip-dst,113.44.73.159,https://x.com/drb_ra/status/1902463090320368085
ip-dst,135.125.21.41,https://x.com/SarlackLab/status/1902465671813804319
sha256,0baecb92b8e375afe7db841b521040f731c923e5919fc23f42be91973366a83c,https://x.com/skocherhan/status/1902467074187768045
md5,aeb06e5cdd5da2bc5259516fb738ac78,https://x.com/PaduckLee/status/1902468848248615144
md5,e6f28a4f781cacc98ec2e03e684c62da,https://x.com/PaduckLee/status/1902469894257700995
sha256,1eb6942321d4717d9fa8f694a6438183de97ae7e2cf61bda133afb38a4a705ce,https://x.com/skocherhan/status/1902478659186737336
sha256,c7304d254cd2044f593717f358be7223b14402b17926766a2c470a2dffb8a32f,https://x.com/skocherhan/status/1902478659186737336
ip-dst,195.26.227.209,https://x.com/skocherhan/status/1902485145984106851
sha256,045656f83862d913e471b01a73d6282cd453cca78c25f70d2210b1b9a2f2635a,https://x.com/skocherhan/status/1902485145984106851
ip-dst,172.86.72.81,https://x.com/malwrhunterteam/status/1902486957034221945
sha256,c39ed32b41c2e88ca57069ced2175fbdcbb100e11e5df62717bfbf199d285ad1,https://x.com/malwrhunterteam/status/1902486957034221945
sha256,65fb1632809e88e577b32f3ce3f08071399f63ed556387fb2428106230da9250,https://x.com/malwrhunterteam/status/1902491022896050218
sha256,8bcbcac35d22e37da746bc17c3e293d3a1221682fcc5ecc56ba07259fcff1fec,https://x.com/skocherhan/status/1902535962841735566
md5,54ddfa5b86eb29bb7741f52c84572d0d,https://x.com/suyog41/status/1902549568157626672
md5,d5a3766e744a563278b18267d6bd7113,https://x.com/Cyberteam008/status/1902571329410171200
md5,452cd18570471e80dd6bf34addede334,https://x.com/Cyberteam008/status/1902571329410171200
md5,8b6d11ae04b2542ec0c11886dcc8d161,https://x.com/Cyberteam008/status/1902571329410171200
ip-dst,162.43.120.167,https://x.com/harugasumi/status/1902573945238462574
ip-dst,52.219.220.251,https://x.com/harugasumi/status/1902573945238462574
ip-dst,43.133.210.21,https://x.com/harugasumi/status/1902573945238462574
md5,a6855e9e94f299fcb96e632354b3106c,https://x.com/ReBensk/status/1902598152240222275
md5,3e063dc0de937df5841cb9c2ff3e4651,https://x.com/RakeshKrish12/status/1902601030405386665
md5,5c254d25751269892b6f02d6c6384aef,https://x.com/RakeshKrish12/status/1902601030405386665
ip-dst,193.37.69.225,https://x.com/RakeshKrish12/status/1902601030405386665
ip-dst,193.37.69.162,https://x.com/RakeshKrish12/status/1902601030405386665
ip-dst,161.35.3.214,https://x.com/drb_ra/status/1902612733662499290
ip-dst,172.191.137.101,https://x.com/drb_ra/status/1902612752348135749
ip-dst,146.190.173.119,https://x.com/drb_ra/status/1902612769779720280
ip-dst,185.5.124.254,https://x.com/drb_ra/status/1902612787676807421
ip-dst,54.193.163.62,https://x.com/drb_ra/status/1902613022230847738
ip-dst,206.189.104.65,https://x.com/drb_ra/status/1902613501597675730
ip-dst,172.111.131.195,https://x.com/drb_ra/status/1902613519700238387
ip-dst,66.248.206.248,https://x.com/drb_ra/status/1902613536276132140
ip-dst,206.123.152.41,https://x.com/drb_ra/status/1902613557780394341
ip-dst,194.59.31.92,https://x.com/drb_ra/status/1902613575727808763
ip-dst,45.62.170.96,https://x.com/drb_ra/status/1902613594325266862
ip-dst,91.223.3.141,https://x.com/drb_ra/status/1902613612528652776
ip-dst,196.251.69.85,https://x.com/drb_ra/status/1902613630660546923
ip-dst,177.54.156.100,https://x.com/drb_ra/status/1902613650201788518
ip-dst,177.54.156.54,https://x.com/drb_ra/status/1902613670510711231
ip-dst,177.54.156.50,https://x.com/drb_ra/status/1902613732863439365
ip-dst,207.244.247.213,https://x.com/drb_ra/status/1902613754824569101
ip-dst,51.89.242.58,https://x.com/drb_ra/status/1902613776093921691
ip-dst,34.85.142.2,https://x.com/drb_ra/status/1902613796843135010
ip-dst,154.12.60.69,https://x.com/drb_ra/status/1902613817659453918
ip-dst,45.82.13.149,https://x.com/drb_ra/status/1902613859275354282
ip-dst,179.43.172.173,https://x.com/drb_ra/status/1902613875633086589
ip-dst,47.243.192.148,https://x.com/harugasumi/status/1902620774105833717
sha256,12932ff6eeaf29f29bb5e0fae37fb03a8899abd25edf51421f219cd265d9f0e7,https://x.com/malwrhunterteam/status/1902622538573709543
ip-dst,144.48.4.219,https://x.com/spyANTIspy/status/1902635944945033597
ip-dst,104.167.222.106,https://x.com/spyANTIspy/status/1902635944945033597
ip-dst,107.174.231.211,https://x.com/ShanHolo/status/1902639209153769953
md5,a8a015abf1b79de59874d7b4a686f53a,https://x.com/ShanHolo/status/1902639209153769953
ip-dst,198.12.89.24,https://x.com/ShanHolo/status/1902639211762618768
md5,a266dbd075182d5afdd1bd3c26520e58,https://x.com/ShanHolo/status/1902639211762618768
sha256,260f0b60136b02942e5a5d48567fcd0c533f0fa9262f9e607141aa7128f295cc,https://x.com/malwrhunterteam/status/1902640892462104613
md5,dd2832f4bf8f9c429f23ebb35195c791,https://x.com/salmanvsf/status/1902647109758976497
md5,5b29f4a90cf132986e547c8e4232b0a9,https://x.com/salmanvsf/status/1902647109758976497
sha256,57d336476264555c66a27678b566929904e125e30f9be185b6ef86235e8cd309,https://x.com/skocherhan/status/1902656415451209850
ip-dst,185.55.227.198,https://x.com/skocherhan/status/1902656415451209850
md5,6c7b316a9bed72e3c3b286ee3713ee5b,https://x.com/ShanHolo/status/1902659366051835914
ip-dst,192.3.101.146,https://x.com/ShanHolo/status/1902659366051835914
ip-dst,38.146.219.143,https://x.com/K_N1kolenko/status/1902660443501445216
ip-dst,83.147.240.230,https://x.com/K_N1kolenko/status/1902660443501445216
ip-dst,80.76.49.46,https://x.com/K_N1kolenko/status/1902660443501445216
ip-dst,184.168.29.55,https://x.com/K_N1kolenko/status/1902660443501445216
ip-dst,142.147.96.74,https://x.com/K_N1kolenko/status/1902660443501445216
ip-dst,13.36.243.32,https://x.com/K_N1kolenko/status/1902660443501445216
ip-dst,204.10.161.147,https://x.com/K_N1kolenko/status/1902660443501445216
ip-dst,92.255.85.2,https://x.com/K_N1kolenko/status/1902660443501445216
ip-dst,192.158.232.64,https://x.com/K_N1kolenko/status/1902660443501445216
sha256,54ad5e633d6427756fa7aa8e5fbd8bb5e37f66dd764ed7447f74aab2555b0a6a,https://x.com/skocherhan/status/1902662203607527663
sha256,1c3857b716fc65dbd1ffdc7e06b1d2b0420537ac4f113d7ece283b64fee8c976,https://x.com/skocherhan/status/1902662203607527663
ip-dst,216.198.79.129,https://x.com/yvesago/status/1902663933736956369
ip-dst,39.108.176.121,https://x.com/drb_ra/status/1902674620928475338
ip-dst,83.219.250.119,https://x.com/drb_ra/status/1902674643514753223
ip-dst,47.111.117.176,https://x.com/drb_ra/status/1902674664733692413
ip-dst,39.105.11.167,https://x.com/drb_ra/status/1902674687248814294
ip-dst,47.93.28.103,https://x.com/drb_ra/status/1902674707918233755
ip-dst,115.126.83.121,https://x.com/drb_ra/status/1902674728441045026
ip-dst,113.44.87.199,https://x.com/drb_ra/status/1902674749550977383
ip-dst,106.75.174.5,https://x.com/drb_ra/status/1902674771638210776
ip-dst,142.171.116.94,https://x.com/drb_ra/status/1902675332685082785
ip-dst,52.255.166.103,https://x.com/drb_ra/status/1902675352721191250
ip-dst,47.99.169.201,https://x.com/drb_ra/status/1902675371096461557
sha256,f524e8de3a298a9465202bb6307e8df95fe0372b7c9b005c79ea5ee7127e7b24,https://x.com/skocherhan/status/1902675386938372455
ip-dst,196.251.72.250,https://x.com/drb_ra/status/1902675390390272013
sha256,2240ccae318ec18f421d7b539b610abcda114edcd60e4da96e8ca7e502d9f6bd,https://x.com/malwrhunterteam/status/1902676238528843915
ip-dst,120.24.64.74,https://x.com/drb_ra/status/1902677425248473597
ip-dst,111.230.30.197,https://x.com/drb_ra/status/1902677443875377327
ip-dst,123.57.37.108,https://x.com/drb_ra/status/1902677462204453374
ip-dst,217.156.50.139,https://x.com/drb_ra/status/1902677481779261881
ip-dst,164.92.166.25,https://x.com/drb_ra/status/1902682548955750484
sha256,3d2d4932b38d1e1d37482e994eba2c33927a90e9452ee52c06b5049cfa96fb58,https://x.com/skocherhan/status/1902687366415839512
sha256,1fd8f9e807cbab90e18503472723a6de20523bc3ba149a22f6b6c284636100a0,https://x.com/skocherhan/status/1902687366415839512
ip-dst,188.241.39.200,https://x.com/skocherhan/status/1902687366415839512
md5,7c94b4c32cbcddfab7633767b74c3d57,https://x.com/JAMESWT_MHT/status/1902698334285906171
sha256,af30d6c9431def22b93c52e7d7ba57a4290bbe6c94c7f822f0a5423c50671211,https://x.com/malwrhunterteam/status/1902700601471090836
sha256,0d1b0d35dbf72bd6518d663eb0d66a91683e94435d3659d310e202e8c169d73a,https://x.com/malwrhunterteam/status/1902700601471090836
sha256,3baacd97c7e1eb077e33c920a93dc7f001268cabef1c63949aed6c2a0f728e54,https://x.com/skocherhan/status/1902701607294468244
sha256,794bf10b1774238552364c1395d558a69361f2eec1727fd41f36caefed3aa546,https://x.com/skocherhan/status/1902701607294468244
sha256,55c44353d1c72a56aa5354df8490d2e91588405bab7bfd86a3ac22eb9b220d28,https://x.com/skocherhan/status/1902701607294468244
sha256,d011c0e71dd83c2a181121070fe4fb7665f7ec5e296242f828512af6713695cd,https://x.com/malwrhunterteam/status/1902702677265453552
ip-dst,18.198.77.177,https://x.com/SarlackLab/status/1902707144031350840
ip-dst,111.90.142.170,https://x.com/skocherhan/status/1902709714221138393
sha256,d9f5437f1b4cf3662a47d1234cf3ef5d7d6e6d657306f6c8970e463f6016e32f,https://x.com/skocherhan/status/1902709714221138393
sha256,7e0da1399ff99e41493db489159668db566b6b00cd367e770619b774ec515809,https://x.com/malwrhunterteam/status/1902710467341980017
sha256,a2c128fc040ed2db7634134f0577b3267164b71f692fc9b37c08e48b168d89e6,https://x.com/malwrhunterteam/status/1902710467341980017
ip-dst,43.133.196.152,https://x.com/harugasumi/status/1902724543921451400
ip-dst,43.131.249.133,https://x.com/harugasumi/status/1902724543921451400
ip-dst,104.37.172.175,https://x.com/JAMESWT_MHT/status/1902731923186737389
ip-dst,51.79.188.221,https://x.com/JAMESWT_MHT/status/1902731923186737389
md5,32d07d96b7bf9504a3127d0359cf1af1,https://x.com/PaduckLee/status/1902732142448353760
sha256,689a5b2a88b292139f770791890f4a8fe7bd1f6e9e652c4f7053b1aeeee432c2,https://x.com/malwrhunterteam/status/1902735382451552646
ip-dst,43.139.40.39,https://x.com/drb_ra/status/1902737658255663492
sha256,a6a0c8150458271f9ed2574e326019e060d62d7ad4a8fc3d5381898627bc3893,https://x.com/malwrhunterteam/status/1902737704070078750
ip-dst,147.185.221.27,https://x.com/SarlackLab/status/1902767503266193795
ip-dst,142.93.165.203,https://x.com/drb_ra/status/1902793681221869966
ip-dst,111.31.93.136,https://x.com/drb_ra/status/1902793694735913118
ip-dst,123.56.127.50,https://x.com/drb_ra/status/1902793816584724502
ip-dst,35.177.77.164,https://x.com/drb_ra/status/1902793827439554769
ip-dst,173.237.206.178,https://x.com/drb_ra/status/1902793843210100823
ip-dst,70.34.242.59,https://x.com/drb_ra/status/1902793869600702560
ip-dst,154.9.25.94,https://x.com/drb_ra/status/1902793935967207572
ip-dst,54.194.174.17,https://x.com/drb_ra/status/1902793986294579529
ip-dst,130.164.163.76,https://x.com/drb_ra/status/1902794146529620066
ip-dst,104.194.153.3,https://x.com/drb_ra/status/1902794200497770794
ip-dst,177.54.156.110,https://x.com/drb_ra/status/1902794295284994143
ip-dst,80.76.49.130,https://x.com/drb_ra/status/1902794296551522446
ip-dst,177.54.156.91,https://x.com/drb_ra/status/1902794313257373767
ip-dst,188.245.119.161,https://x.com/drb_ra/status/1902794331385110627
ip-dst,185.93.89.137,https://x.com/drb_ra/status/1902794350603518312
ip-dst,87.251.78.30,https://x.com/drb_ra/status/1902794369796804684
ip-dst,188.4.205.235,https://x.com/drb_ra/status/1902794386368241714
ip-dst,66.206.17.10,https://x.com/drb_ra/status/1902794903287161025
ip-dst,45.74.46.34,https://x.com/drb_ra/status/1902794922396356764
sha256,c17625c438639b758521a10f7c34f9ddc10306a03d1954acfb34f0e1abd7a68e,https://x.com/skocherhan/status/1902795430708101438
sha256,04b39e786f25d95e1f3121ef8ebe5e6a6e31e684995b8d74632a6841a1c9781c,https://x.com/skocherhan/status/1902795430708101438
sha256,725e1a4840578cc291b088227c54108bda2a3a4fe99eea25a7b3e86420888477,https://x.com/skocherhan/status/1902795430708101438
ip-dst,85.187.128.37,https://x.com/skocherhan/status/1902795430708101438
sha256,172ceef76d36f0c81722508a5fe60e532f2783e749526ed9cb91ff3dfc04ec7f,https://x.com/malwrhunterteam/status/1902802983554802134
ip-dst,192.248.182.61,https://x.com/malwrhunterteam/status/1902806156545761743
sha256,a6b71a91b3fed4c94bbadd40154b18dd3deedd0b48857fc2350e50a90ba3a8d0,https://x.com/malwrhunterteam/status/1902806156545761743
ip-dst,208.87.207.33,https://x.com/malwrhunterteam/status/1902806421705458161
sha256,3dead427e2c3bbc06d4767301ed91fed365f7dab0e3bfa8870b5ffc4850b3330,https://x.com/malwrhunterteam/status/1902808250010992661
ip-dst,62.210.222.225,https://x.com/malwrhunterteam/status/1902809308896825427
sha256,c17f9786c4c2f98f653b49fab87b4c4eb042eadd992a7f25a74d17cbf4f35a8e,https://x.com/malwrhunterteam/status/1902809308896825427
sha256,0bc63fbe7843ff41fc6f933af3a459b9b8057599e28366e9b60f2e346ecf2de8,https://x.com/malwrhunterteam/status/1902811486713680052
sha256,f70714fc5f89aa40b94f66b1f5fe9911fae1b362e53425f0ef028461513767fa,https://x.com/malwrhunterteam/status/1902811831783104947
ip-dst,103.112.98.118,https://x.com/malwrhunterteam/status/1902812055620501936
ip-dst,172.233.162.232,https://x.com/drb_ra/status/1902813181480734745
sha256,78bbecf95e6a849fef4dae5b7a2854e74e1b8482ee1da2714e8515c8d25a1942,https://x.com/malwrhunterteam/status/1902820395536752807
ip-dst,62.60.226.108,https://x.com/malwrhunterteam/status/1902820907909013706
sha256,95b980162cc7a6b3bd205a1ec62bad644cf9b8e7cfd49935fca80e2e1091601d,https://x.com/malwrhunterteam/status/1902832632104182043
ip-dst,120.53.240.136,https://x.com/drb_ra/status/1902832856172257580
ip-dst,137.184.76.59,https://x.com/drb_ra/status/1902833374047150429
md5,0F6D6EF9B82ECE9DBBDC711AC00B5E6A,https://x.com/cyberfeeddigest/status/1902835434876703010
ip-dst,124.225.167.244,https://x.com/drb_ra/status/1902862216996507936
ip-dst,111.124.194.229,https://x.com/drb_ra/status/1902862234436477121
ip-dst,182.242.63.203,https://x.com/drb_ra/status/1902862252924936483
ip-dst,27.152.185.86,https://x.com/drb_ra/status/1902862271459525028
ip-dst,119.188.172.147,https://x.com/drb_ra/status/1902862290237751628
ip-dst,220.181.166.212,https://x.com/drb_ra/status/1902862307476029521
ip-dst,58.220.52.248,https://x.com/drb_ra/status/1902862327181181089
ip-dst,171.43.169.214,https://x.com/drb_ra/status/1902862347074412997
ip-dst,122.228.214.89,https://x.com/drb_ra/status/1902862367597252691
ip-dst,47.116.208.81,https://x.com/drb_ra/status/1902862388308668551
ip-dst,180.163.146.102,https://x.com/drb_ra/status/1902862388308668551
ip-dst,202.182.122.237,https://x.com/drb_ra/status/1902862905231429749
ip-dst,213.94.218.20,https://x.com/drb_ra/status/1902862924361650677
ip-dst,213.94.218.17,https://x.com/drb_ra/status/1902862924361650677
sha256,2bbdd359b3fc69ed367f1c1bf8d00d747a1674d54c11758cc0e9a6900980fab1,https://x.com/skocherhan/status/1902878049768513550
ip-dst,45.144.53.177,https://x.com/redrabytes/status/1902884298622898182
ip-dst,150.109.110.232,https://x.com/Metemcyber/status/1902884813649981894
ip-dst,104.21.60.65,https://x.com/Metemcyber/status/1902887469890277884
ip-dst,172.67.192.184,https://x.com/Metemcyber/status/1902887469890277884
ip-dst,43.133.196.152,https://x.com/Metemcyber/status/1902890311623594483
ip-dst,27.124.10.95,https://x.com/harugasumi/status/1902901803739668844
ip-dst,45.192.170.198,https://x.com/harugasumi/status/1902902481266544916
md5,a9b52f654370a25d25af4554c25c2cc9,https://x.com/salmanvsf/status/1902916879951466748
ip-dst,146.70.106.77,https://x.com/salmanvsf/status/1902916879951466748
ip-dst,147.185.221.27,https://x.com/SarlackLab/status/1902918473984163869
ip-dst,165.154.112.38,https://x.com/Metemcyber/status/1902937632474272094
ip-dst,124.220.0.0,https://x.com/SarlackLab/status/1902938453408616752
ip-dst,196.251.70.0,https://x.com/SarlackLab/status/1902938453408616752
ip-dst,123.56.0.0,https://x.com/SarlackLab/status/1902938453408616752
ip-dst,148.66.0.0,https://x.com/SarlackLab/status/1902938453408616752
ip-dst,147.185.221.0,https://x.com/SarlackLab/status/1902938453408616752
ip-dst,37.221.64.0,https://x.com/SarlackLab/status/1902938453408616752
ip-dst,113.44.0.0,https://x.com/SarlackLab/status/1902938453408616752
ip-dst,101.42.0.0,https://x.com/SarlackLab/status/1902938453408616752
ip-dst,38.242.148.140,https://x.com/solostalking/status/1902938653782945859
ip-dst,62.60.226.98,https://x.com/solostalking/status/1902945676063059987
ip-dst,62.60.226.133,https://x.com/solostalking/status/1902945676063059987
ip-dst,62.60.226.107,https://x.com/solostalking/status/1902945676063059987
ip-dst,62.60.226.138,https://x.com/solostalking/status/1902945676063059987
ip-dst,62.60.226.141,https://x.com/solostalking/status/1902945676063059987
ip-dst,62.60.226.97,https://x.com/solostalking/status/1902945676063059987
ip-dst,43.167.220.86,https://x.com/Metemcyber/status/1902946955749364186
md5,111e962eae5521c1c019362bd5c251ab,https://x.com/ReBensk/status/1902955596044976367
ip-dst,82.221.136.47,https://x.com/JAMESWT_MHT/status/1902960373675757877
ip-dst,202.182.122.237,https://x.com/drb_ra/status/1902971643103703374
ip-dst,211.25.3.238,https://x.com/drb_ra/status/1902975308166291858
ip-dst,20.51.130.180,https://x.com/drb_ra/status/1902975327388733441
ip-dst,172.94.111.240,https://x.com/drb_ra/status/1902975999521800379
ip-dst,172.111.189.21,https://x.com/drb_ra/status/1902976018115162241
ip-dst,186.169.80.207,https://x.com/drb_ra/status/1902976037362782443
ip-dst,34.223.2.188,https://x.com/drb_ra/status/1902976055444447330
ip-dst,104.245.241.254,https://x.com/drb_ra/status/1902976075254087965
ip-dst,176.65.142.187,https://x.com/drb_ra/status/1902976095311335690
ip-dst,185.254.28.197,https://x.com/drb_ra/status/1902976115871809854
ip-dst,34.244.170.107,https://x.com/drb_ra/status/1902976135064858627
ip-dst,52.17.124.5,https://x.com/drb_ra/status/1902976154807525711
ip-dst,52.208.106.249,https://x.com/drb_ra/status/1902976174915035521
ip-dst,34.240.123.145,https://x.com/drb_ra/status/1902976194644959531
ip-dst,54.155.133.10,https://x.com/drb_ra/status/1902976214958022999
ip-dst,34.252.203.143,https://x.com/drb_ra/status/1902976235749138929
ip-dst,18.203.84.218,https://x.com/drb_ra/status/1902976256594858251
ip-dst,54.171.248.96,https://x.com/drb_ra/status/1902976312756625602
ip-dst,193.149.190.193,https://x.com/drb_ra/status/1902976334873166192
ip-dst,156.253.228.5,https://x.com/drb_ra/status/1902976354284388702
md5,4e8ecebce46ceef1f6e29c71b6d3be94,https://x.com/JAMESWT_MHT/status/1902987618469495001
md5,c132851769543a01afb8c46261d5a4b8,https://x.com/JAMESWT_MHT/status/1902987622793851386
md5,1a2da0f730341043df2d891de73d6cec,https://x.com/JAMESWT_MHT/status/1902987622793851386
md5,9282952b6954da95720d715565e333cb,https://x.com/JAMESWT_MHT/status/1902987622793851386
ip-dst,45.76.36.132,https://x.com/JAMESWT_MHT/status/1902987622793851386
ip-dst,172.233.162.232,https://x.com/drb_ra/status/1902994354748395989
md5,d1ba5d0b72f1d6815c3506352561b5b7,https://x.com/JAMESWT_MHT/status/1903005246395199551
md5,886e4bb84e1ecc4a04ae599d76fcce1d,https://x.com/JAMESWT_MHT/status/1903005246395199551
sha256,5afc9b30c522545344b315c66f210f789bd0b54ad01617a6291feef466e89a7c,https://x.com/malwrhunterteam/status/1903007034670207385
md5,32fb257426624b923bac61818216de35,https://x.com/salmanvsf/status/1903019138131395056
md5,2d0c86cae56511b698871a1cf985c4b8,https://x.com/salmanvsf/status/1903019138131395056
ip-dst,94.247.42.253,https://x.com/salmanvsf/status/1903026193680494595
md5,202ee916a0113699880cc2e48a73d353,https://x.com/salmanvsf/status/1903026193680494595
md5,fa635af71b3ed60ca730936a741b9444,https://x.com/salmanvsf/status/1903026193680494595
ip-dst,104.37.172.175,https://x.com/JAMESWT_MHT/status/1903029650428694633
ip-dst,51.79.188.221,https://x.com/JAMESWT_MHT/status/1903029650428694633
ip-dst,109.206.245.16,https://x.com/taku888infinity/status/1903039557513498659
ip-dst,101.132.243.241,https://x.com/drb_ra/status/1903042219109650875
ip-dst,111.230.30.197,https://x.com/drb_ra/status/1903042250495627370
ip-dst,121.36.215.212,https://x.com/drb_ra/status/1903042274491310125
ip-dst,116.205.118.173,https://x.com/drb_ra/status/1903042598589063262
ip-dst,129.211.219.64,https://x.com/drb_ra/status/1903042617752850820
ip-dst,51.79.249.202,https://x.com/drb_ra/status/1903042634253242698
ip-dst,118.31.221.93,https://x.com/drb_ra/status/1903042656214630523
ip-dst,120.53.240.136,https://x.com/drb_ra/status/1903042676775112971
ip-dst,107.174.127.130,https://x.com/drb_ra/status/1903042697167831111
sha256,8e76043c49672404a5fc5e45517bc97075a7fe96199c37ebf5dd2d03532539a5,https://x.com/malwrhunterteam/status/1903046286393155667
ip-dst,156.238.233.109,https://x.com/drb_ra/status/1903046755622473889
ip-dst,118.193.36.235,https://x.com/drb_ra/status/1903046774689788249
sha256,6a67b94630c1d49afb8af416ae8498f0472a5f394ea4757392efa909d913eff0,https://x.com/malwrhunterteam/status/1903052269387456845
ip-dst,147.185.221.26,https://x.com/SarlackLab/status/1903054373376430126
sha256,0adfb26be5ddeefca5a2466946e7fbddd48920f71fadbd8976ee9c2ea22fc704,https://x.com/malwrhunterteam/status/1903054933185741083
sha256,b11d770e423563108936db7a48f19dc2dc17024adb58560885b1b2fb804e3e6c,https://x.com/malwrhunterteam/status/1903054933185741083
ip-dst,142.93.224.147,https://x.com/JAMESWT_MHT/status/1903055090987962847
ip-dst,134.199.209.199,https://x.com/JAMESWT_MHT/status/1903055090987962847
ip-dst,62.60.226.126,https://x.com/skocherhan/status/1903057607624937520
